0.000010;0.005000
0.000030;0.009995
0.000050;0.014985
0.000070;0.019970
0.000090;0.024950
0.000110;0.029925
0.000130;0.034895
0.000150;0.039860
0.000170;0.044820
0.000190;0.049776
0.000210;0.054726
0.000230;0.059671
0.000250;0.064611
0.000270;0.069547
0.000290;0.074477
0.000310;0.079403
0.000330;0.084323
0.000350;0.089239
0.000370;0.094150
0.000390;0.099056
0.000410;0.103957
0.000430;0.108853
0.000450;0.113744
0.000470;0.118630
0.000490;0.123511
0.000510;0.128388
0.000530;0.133260
0.000550;0.138126
0.000570;0.142988
0.000590;0.147845
0.000610;0.152697
0.000630;0.157545
0.000650;0.162387
0.000670;0.167225
0.000690;0.172057
0.000710;0.176885
0.000730;0.181709
0.000750;0.186527
0.000770;0.191340
0.000790;0.196149
0.000810;0.200953
0.000830;0.205752
0.000850;0.210546
0.000870;0.215336
0.000890;0.220120
0.000910;0.224900
0.000930;0.229675
0.000950;0.234446
0.000970;0.239211
0.000990;0.243972
0.001010;0.248728
0.001030;0.253479
0.001050;0.258226
0.001070;0.262968
0.001090;0.267705
0.001110;0.272437
0.001130;0.277164
0.001150;0.281887
0.001170;0.286605
0.001190;0.291319
0.001210;0.296027
0.001230;0.300731
0.001250;0.305431
0.001270;0.310125
0.001290;0.314815
0.001310;0.319500
0.001330;0.324181
0.001350;0.328857
0.001370;0.333528
0.001390;0.338194
0.001410;0.342856
0.001430;0.347513
0.001450;0.352166
0.001470;0.356814
0.001490;0.361457
0.001510;0.366095
0.001530;0.370729
0.001550;0.375358
0.001570;0.379983
0.001590;0.384603
0.001610;0.389219
0.001630;0.393829
0.001650;0.398435
0.001670;0.403037
0.001690;0.407634
0.001710;0.412226
0.001730;0.416814
0.001750;0.421397
0.001770;0.425976
0.001790;0.430550
0.001810;0.435119
0.001830;0.439684
0.001850;0.444245
0.001870;0.448800
0.001890;0.453351
0.001910;0.457898
0.001930;0.462440
0.001950;0.466978
0.001970;0.471511
0.001990;0.476039
0.002010;0.480563
0.002030;0.485083
0.002050;0.489598
0.002070;0.494108
0.002090;0.498614
0.002110;0.503115
0.002130;0.507612
0.002150;0.512105
0.002170;0.516592
0.002190;0.521076
0.002210;0.525555
0.002230;0.530029
0.002250;0.534499
0.002270;0.538965
0.002290;0.543426
0.002310;0.547882
0.002330;0.552334
0.002350;0.556782
0.002370;0.561225
0.002390;0.565664
0.002410;0.570098
0.002430;0.574528
0.002450;0.578954
0.002470;0.583375
0.002490;0.587792
0.002510;0.592204
0.002530;0.596612
0.002550;0.601015
0.002570;0.605414
0.002590;0.609809
0.002610;0.614199
0.002630;0.618585
0.002650;0.622966
0.002670;0.627343
0.002690;0.631716
0.002710;0.636084
0.002730;0.640448
0.002750;0.644807
0.002770;0.649163
0.002790;0.653513
