0.000000,0.000000
0.000100,0.049505
0.000200,0.098520
0.000300,0.147049
0.000400,0.195098
0.000500,0.242672
0.000600,0.289774
0.000700,0.336410
0.000800,0.382584
0.000900,0.428301
0.001000,0.473565
0.001100,0.518381
0.001200,0.562754
0.001300,0.606687
0.001400,0.650185
0.001500,0.693253
0.001600,0.735894
0.001700,0.778113
0.001800,0.819913
0.001900,0.861300
0.002000,0.902278
0.002100,0.942849
0.002200,0.983019
0.002300,1.022791
0.002400,1.062169
0.002500,1.101158
0.002600,1.139760
0.002700,1.177980
0.002800,1.215822
0.002900,1.253289
0.003000,1.290385
0.003100,1.327114
0.003200,1.363479
0.003300,1.399485
0.003400,1.435133
0.003500,1.470429
0.003600,1.505375
0.003700,1.539975
0.003800,1.574233
0.003900,1.608152
0.004000,1.641734
0.004100,1.674984
0.004200,1.707905
0.004300,1.740500
0.004400,1.772773
0.004500,1.804725
0.004600,1.836362
0.004700,1.867685
0.004800,1.898698
0.004900,1.929404
0.005000,1.959806
0.005100,1.989907
0.005200,2.019710
0.005300,2.049218
0.005400,2.078433
0.005500,2.107360
0.005600,2.136000
0.005700,2.164356
0.005800,2.192432
0.005900,2.220229
0.006000,2.247752
0.006100,2.275002
0.006200,2.301982
0.006300,2.328695
0.006400,2.355144
0.006500,2.381330
0.006600,2.407258
0.006700,2.432929
0.006800,2.458345
0.006900,2.483510
0.007000,2.508426
0.007100,2.533095
0.007200,2.557520
0.007300,2.581703
0.007400,2.605646
0.007500,2.629353
0.007600,2.652824
0.007700,2.676064
0.007800,2.699073
0.007900,2.721854
0.008000,2.744410
0.008100,2.766743
0.008200,2.788854
0.008300,2.810747
0.008400,2.832423
0.008500,2.853884
0.008600,2.875132
0.008700,2.896171
0.008800,2.917001
0.008900,2.937625
0.009000,2.958044
0.009100,2.978261
0.009200,2.998279
0.009300,3.018098
0.009400,3.037720
0.009500,3.057149
0.009600,3.076385
0.009700,3.095431
0.009800,3.114288
0.009900,3.132958
0.010000,3.151444
0.010100,3.169746
0.010200,3.187868
0.010300,3.205810
0.010400,3.223574
0.010500,3.241162
0.010600,3.258577
0.010700,3.275818
0.010800,3.292889
0.010900,3.309792
0.011000,3.326526
0.011100,3.343095
0.011200,3.359500
0.011300,3.375743
0.011400,3.391825
0.011500,3.407747
0.011600,3.423512
0.011700,3.439121
0.011800,3.454575
0.011900,3.469876
0.012000,3.485026
0.012100,3.500026
0.012200,3.514877
0.012300,3.529581
0.012400,3.544140
0.012500,3.558554
0.012600,3.572826
0.012700,3.586956
0.012800,3.600947
0.012900,3.614799
0.013000,3.628514
0.013100,3.642093
0.013200,3.655538
0.013300,3.668849
0.013400,3.682029
0.013500,3.695078
0.013600,3.707998
0.013700,3.720790
0.013800,3.733456
0.013900,3.745996
0.014000,3.758412
0.014100,3.770704
0.014200,3.782876
0.014300,3.794926
0.014400,3.806858
0.014500,3.818671
0.014600,3.830367
0.014700,3.841948
0.014800,3.853414
0.014900,3.864766
0.015000,3.876006
0.015100,3.887135
0.015200,3.898153
0.015300,3.909063
0.015400,3.919864
0.015500,3.930558
0.015600,3.941147
0.015700,3.951631
0.015800,3.962011
0.015900,3.972288
0.016000,3.982463
0.016100,3.992538
0.016200,4.002513
0.016300,4.012389
