0.000000; 0.000000
0.100000; 0.001667
0.200000; 0.006667
0.300000; 0.015000
0.400000; 0.026667
0.500000; 0.041667
0.600000; 0.060000
0.700000; 0.081667
0.800000; 0.106667
0.900000; 0.135000
1.000000; 0.166667
1.100000; 0.201667
1.200000; 0.240000
1.300000; 0.281667
1.400000; 0.326667
1.500000; 0.375000
1.600000; 0.426667
1.700000; 0.481667
1.800000; 0.540000
1.900000; 0.601667
2.000000; 1.000000
2.100000; 0.995000
2.200000; 0.980000
2.300000; 0.955000
2.400000; 0.920000
2.500000; 0.875000
2.600000; 0.820000
2.700000; 0.755000
2.799999; 0.680000
2.899999; 0.595001
2.999999; 0.500001
3.099999; -0.495000
3.199999; -0.480000
3.299999; -0.455000
3.399999; -0.420000
3.499999; -0.375001
3.599999; -0.320001
3.699999; -0.255001
3.799999; -0.180001
3.899998; -0.095001
3.999998; -0.000002
