0.000000 	0.000000 
0.100000 	0.000000 
0.200000 	0.000500 
0.300000 	0.002000 
0.400000 	0.005000 
0.500000 	0.010000 
0.600000 	0.017500 
0.700000 	0.028000 
0.800000 	0.042000 
0.900000 	0.060000 
1.000000 	0.082500 
1.100000 	0.105000 
1.200000 	0.132000 
1.300000 	0.163000 
1.400000 	0.197500 
1.500000 	0.235000 
1.600000 	0.275000 
1.700000 	0.317000 
1.800000 	0.360500 
1.900000 	0.405000 
2.000000 	0.450000 
2.100000 	0.485000 
2.200000 	0.509500 
2.300000 	0.523000 
2.400000 	0.525000 
2.500000 	0.515000 
2.600000 	0.492500 
2.700000 	0.457000 
2.800000 	0.408000 
2.900000 	0.345000 
3.000000 	0.367500 
3.100000 	0.300000 
3.200000 	0.238000 
3.300000 	0.182000 
3.400000 	0.132500 
3.500000 	0.090000 
3.600000 	0.055000 
3.700000 	0.028000 
3.800000 	0.009500 
3.900000 	0.000000 
4.000000 	0.000000 
4.100000 	0.000000 
4.200000 	0.000000 
4.300000 	0.000000 
4.400000 	0.000000 
4.500000 	0.000000 
4.600000 	0.000000 
4.700000 	0.000000 
4.800000 	0.000000 
4.900000 	0.000000 
5.000000 	0.000000 
5.100000 	0.000000 
5.200000 	0.000000 
5.300000 	0.000000 
5.400000 	0.000000 
5.500000 	0.000000 
5.600000 	0.000000 
5.700000 	0.000000 
5.800000 	0.000000 
5.900000 	0.000000 
6.000000 	0.000000 
6.100000 	0.000000 
6.200000 	0.000000 
6.300000 	0.000000 
6.400000 	0.000000 
6.500000 	0.000000 
6.600000 	0.000000 
6.700000 	0.000000 
6.800000 	0.000000 
6.900000 	0.000000 
7.000000 	0.000000 
7.100000 	0.000000 
7.200000 	0.000000 
7.300000 	0.000000 
7.400000 	0.000000 
7.500000 	0.000000 
7.600000 	0.000000 
7.700000 	0.000000 
7.800000 	0.000000 
7.900000 	0.000000 
8.000000 	0.000000 
8.100000 	0.000000 
8.200000 	0.000000 
8.300000 	0.000000 
8.400000 	0.000000 
8.500000 	0.000000 
8.600000 	0.000000 
8.700000 	0.000000 
8.800000 	0.000000 
8.900000 	0.000000 
9.000000 	0.000000 
9.100000 	0.000000 
9.200000 	0.000000 
9.300000 	0.000000 
9.400000 	0.000000 
9.500000 	0.000000 
9.600000 	0.000000 
9.700000 	0.000000 
9.800000 	0.000000 
9.900000 	0.000000 
10.000000 	0.000000 
10.100000 0.000000 
