t(s) , h(t)(dm)
116.100000 , 0.128615
116.200000 , 0.128619
116.300000 , 0.128623
116.400000 , 0.128627
116.500000 , 0.128631
116.600000 , 0.128635
116.700000 , 0.128639
116.800000 , 0.128643
116.900000 , 0.128647
117.000000 , 0.128651
117.100000 , 0.128655
117.200000 , 0.128659
117.300000 , 0.128663
117.400000 , 0.128667
117.500000 , 0.128671
117.600000 , 0.128675
117.700000 , 0.128679
117.800000 , 0.128683
117.900000 , 0.128687
118.000000 , 0.128691
118.100000 , 0.128695
118.200000 , 0.128699
118.300000 , 0.128702
118.400000 , 0.128706
118.500000 , 0.128710
118.600000 , 0.128714
118.700000 , 0.128718
118.800000 , 0.128721
118.900000 , 0.128725
119.000000 , 0.128729
119.100000 , 0.128733
119.200000 , 0.128736
119.300000 , 0.128740
119.400000 , 0.128744
119.500000 , 0.128747
119.600000 , 0.128751
119.700000 , 0.128755
119.800000 , 0.128758
119.900000 , 0.128762
120.000000 , 0.128765
120.100000 , 0.128769
120.200000 , 0.128773
120.300000 , 0.128776
120.400000 , 0.128780
120.500000 , 0.128783
120.600000 , 0.128787
120.700000 , 0.128790
120.800000 , 0.128794
120.900000 , 0.128797
121.000000 , 0.128801
121.100000 , 0.128804
121.200000 , 0.128807
121.300000 , 0.128811
121.400000 , 0.128814
121.500000 , 0.128818
121.600000 , 0.128821
121.700000 , 0.128824
121.800000 , 0.128828
121.900000 , 0.128831
122.000000 , 0.128834
122.100000 , 0.128838
122.200000 , 0.128841
122.300000 , 0.128844
122.400000 , 0.128848
122.500000 , 0.128851
122.600000 , 0.128854
122.700000 , 0.128857
122.800000 , 0.128860
122.900000 , 0.128864
123.000000 , 0.128867
123.100000 , 0.128870
123.200000 , 0.128873
123.300000 , 0.128876
123.400000 , 0.128880
123.500000 , 0.128883
123.600000 , 0.128886
123.700000 , 0.128889
123.800000 , 0.128892
123.900000 , 0.128895
124.000000 , 0.128898
124.100000 , 0.128901
124.200000 , 0.128904
124.300000 , 0.128907
124.400000 , 0.128910
124.500000 , 0.128913
124.600000 , 0.128916
124.700000 , 0.128919
124.800000 , 0.128922
124.900000 , 0.128925
125.000000 , 0.128928
125.100000 , 0.128931
125.200000 , 0.128934
125.300000 , 0.128937
125.400000 , 0.128940
125.500000 , 0.128943
125.600000 , 0.128946
125.700000 , 0.128949
125.800000 , 0.128952
125.900000 , 0.128954
126.000000 , 0.128957
126.100000 , 0.128960
126.200000 , 0.128963
126.300000 , 0.128966
126.400000 , 0.128968
126.500000 , 0.128971
126.600000 , 0.128974
126.700000 , 0.128977
126.800000 , 0.128980
126.900000 , 0.128982
127.000000 , 0.128985
127.100000 , 0.128988
127.200000 , 0.128990
127.300000 , 0.128993
127.400000 , 0.128996
127.500000 , 0.128999
127.600000 , 0.129001
127.700000 , 0.129004
127.800000 , 0.129007
127.900000 , 0.129009
128.000000 , 0.129012
128.100000 , 0.129014
128.200000 , 0.129017
128.300000 , 0.129020
128.400000 , 0.129022
128.500000 , 0.129025
128.600000 , 0.129027
128.700000 , 0.129030
128.800000 , 0.129033
128.900000 , 0.129035
129.000000 , 0.129038
129.100000 , 0.129040
129.200000 , 0.129043
129.300000 , 0.129045
129.400000 , 0.129048
129.500000 , 0.129050
129.600000 , 0.129053
129.700000 , 0.129055
129.800000 , 0.129058
129.900000 , 0.129060
130.000000 , 0.129062
130.100000 , 0.129065
130.200000 , 0.129067
130.300000 , 0.129070
130.400000 , 0.129072
130.500000 , 0.129074
130.600000 , 0.129077
130.700000 , 0.129079
130.800000 , 0.129082
130.900000 , 0.129084
131.000000 , 0.129086
131.100000 , 0.129089
131.200000 , 0.129091
131.300000 , 0.129093
131.400000 , 0.129096
131.500000 , 0.129098
131.600000 , 0.129100
131.700000 , 0.129102
131.800000 , 0.129105
131.900000 , 0.129107
132.000000 , 0.129109
132.100000 , 0.129111
132.200000 , 0.129114
132.300000 , 0.129116
132.400000 , 0.129118
132.500000 , 0.129120
132.600000 , 0.129123
132.700000 , 0.129125
132.800000 , 0.129127
132.900000 , 0.129129
133.000000 , 0.129131
133.100000 , 0.129133
133.200000 , 0.129136
133.300000 , 0.129138
133.400000 , 0.129140
133.500000 , 0.129142
133.600000 , 0.129144
133.700000 , 0.129146
133.800000 , 0.129148
133.900000 , 0.129150
134.000000 , 0.129153
134.100000 , 0.129155
134.200000 , 0.129157
134.300000 , 0.129159
134.400000 , 0.129161
134.500000 , 0.129163
134.600000 , 0.129165
134.700000 , 0.129167
134.800000 , 0.129169
134.900000 , 0.129171
135.000000 , 0.129173
135.100000 , 0.129175
135.200000 , 0.129177
135.300000 , 0.129179
135.400000 , 0.129181
135.500000 , 0.129183
135.600000 , 0.129185
135.700000 , 0.129187
135.800000 , 0.129189
135.900000 , 0.129191
136.000000 , 0.129193
136.100000 , 0.129195
136.200000 , 0.129196
136.300000 , 0.129198
136.400000 , 0.129200
136.500000 , 0.129202
136.600000 , 0.129204
136.700000 , 0.129206
136.800000 , 0.129208
136.900000 , 0.129210
137.000000 , 0.129211
137.100000 , 0.129213
137.200000 , 0.129215
137.300000 , 0.129217
137.400000 , 0.129219
137.500000 , 0.129221
137.600000 , 0.129222
137.700000 , 0.129224
137.800000 , 0.129226
137.900000 , 0.129228
138.000000 , 0.129230
138.100000 , 0.129231
138.200000 , 0.129233
138.300000 , 0.129235
138.400000 , 0.129237
138.500000 , 0.129239
138.600000 , 0.129240
138.700000 , 0.129242
138.800000 , 0.129244
138.900000 , 0.129245
139.000000 , 0.129247
139.100000 , 0.129249
139.200000 , 0.129251
139.300000 , 0.129252
139.400000 , 0.129254
139.500000 , 0.129256
139.600000 , 0.129257
139.700000 , 0.129259
139.800000 , 0.129261
139.900000 , 0.129262
140.000000 , 0.129264
140.100000 , 0.129266
140.200000 , 0.129267
140.300000 , 0.129269
140.400000 , 0.129271
140.500000 , 0.129272
140.600000 , 0.129274
140.700000 , 0.129275
140.800000 , 0.129277
140.900000 , 0.129279
141.000000 , 0.129280
141.100000 , 0.129282
141.200000 , 0.129283
141.300000 , 0.129285
141.400000 , 0.129287
141.500000 , 0.129288
141.600000 , 0.129290
141.700000 , 0.129291
141.800000 , 0.129293
141.900000 , 0.129294
142.000000 , 0.129296
142.100000 , 0.129297
142.200000 , 0.129299
142.300000 , 0.129300
142.400000 , 0.129302
142.500000 , 0.129303
142.600000 , 0.129305
142.700000 , 0.129306
142.800000 , 0.129308
142.900000 , 0.129309
143.000000 , 0.129311
143.100000 , 0.129312
143.200000 , 0.129314
143.300000 , 0.129315
143.400000 , 0.129317
143.500000 , 0.129318
143.600000 , 0.129320
143.700000 , 0.129321
143.800000 , 0.129322
143.900000 , 0.129324
144.000000 , 0.129325
144.100000 , 0.129327
144.200000 , 0.129328
144.300000 , 0.129329
144.400000 , 0.129331
144.500000 , 0.129332
144.600000 , 0.129334
144.700000 , 0.129335
144.800000 , 0.129336
144.900000 , 0.129338
145.000000 , 0.129339
145.100000 , 0.129340
145.200000 , 0.129342
145.300000 , 0.129343
145.400000 , 0.129344
145.500000 , 0.129346
145.600000 , 0.129347
145.700000 , 0.129348
145.800000 , 0.129350
145.900000 , 0.129351
146.000000 , 0.129352
146.100000 , 0.129354
146.200000 , 0.129355
146.300000 , 0.129356
146.400000 , 0.129358
146.500000 , 0.129359
146.600000 , 0.129360
146.700000 , 0.129361
146.800000 , 0.129363
146.900000 , 0.129364
147.000000 , 0.129365
147.100000 , 0.129367
147.200000 , 0.129368
147.300000 , 0.129369
147.400000 , 0.129370
147.500000 , 0.129372
147.600000 , 0.129373
147.700000 , 0.129374
147.800000 , 0.129375
147.900000 , 0.129376
148.000000 , 0.129378
148.100000 , 0.129379
148.200000 , 0.129380
148.300000 , 0.129381
148.400000 , 0.129382
148.500000 , 0.129384
148.600000 , 0.129385
148.700000 , 0.129386
148.800000 , 0.129387
148.900000 , 0.129388
149.000000 , 0.129390
149.100000 , 0.129391
149.200000 , 0.129392
149.300000 , 0.129393
149.400000 , 0.129394
149.500000 , 0.129395
149.600000 , 0.129396
149.700000 , 0.129398
149.800000 , 0.129399
149.900000 , 0.129400
150.000000 , 0.129401
150.100000 , 0.129402
150.200000 , 0.129403
150.300000 , 0.129404
150.400000 , 0.129405
150.500000 , 0.129407
150.600000 , 0.129408
150.700000 , 0.129409
150.800000 , 0.129410
150.900000 , 0.129411
151.000000 , 0.129412
151.100000 , 0.129413
151.200000 , 0.129414
151.300000 , 0.129415
151.400000 , 0.129416
151.500000 , 0.129417
151.600000 , 0.129418
151.700000 , 0.129419
151.800000 , 0.129420
151.900000 , 0.129421
152.000000 , 0.129423
152.100000 , 0.129424
152.200000 , 0.129425
152.300000 , 0.129426
152.400000 , 0.129427
152.500000 , 0.129428
152.600000 , 0.129429
152.700000 , 0.129430
152.800000 , 0.129431
152.900000 , 0.129432
153.000000 , 0.129433
153.100000 , 0.129434
153.200000 , 0.129435
153.300000 , 0.129436
153.400000 , 0.129437
153.500000 , 0.129438
153.600000 , 0.129439
153.700000 , 0.129440
153.800000 , 0.129441
153.900000 , 0.129442
154.000000 , 0.129443
154.100000 , 0.129443
154.200000 , 0.129444
154.300000 , 0.129445
154.400000 , 0.129446
154.500000 , 0.129447
154.600000 , 0.129448
154.700000 , 0.129449
154.800000 , 0.129450
154.900000 , 0.129451
155.000000 , 0.129452
155.100000 , 0.129453
155.200000 , 0.129454
155.300000 , 0.129455
155.400000 , 0.129456
155.500000 , 0.129457
155.600000 , 0.129457
155.700000 , 0.129458
155.800000 , 0.129459
155.900000 , 0.129460
156.000000 , 0.129461
156.100000 , 0.129462
156.200000 , 0.129463
156.300000 , 0.129464
156.400000 , 0.129465
156.500000 , 0.129465
156.600000 , 0.129466
156.700000 , 0.129467
156.800000 , 0.129468
156.900000 , 0.129469
157.000000 , 0.129470
157.100000 , 0.129471
157.200000 , 0.129471
157.300000 , 0.129472
157.400000 , 0.129473
157.500000 , 0.129474
157.600000 , 0.129475
157.700000 , 0.129476
157.800000 , 0.129476
157.900000 , 0.129477
158.000000 , 0.129478
158.100000 , 0.129479
158.200000 , 0.129480
158.300000 , 0.129481
158.400000 , 0.129481
158.500000 , 0.129482
158.600000 , 0.129483
158.700000 , 0.129484
158.800000 , 0.129485
158.900000 , 0.129485
159.000000 , 0.129486
159.100000 , 0.129487
159.200000 , 0.129488
159.300000 , 0.129489
159.400000 , 0.129489
159.500000 , 0.129490
159.600000 , 0.129491
159.700000 , 0.129492
159.800000 , 0.129492
159.900000 , 0.129493
160.000000 , 0.129494
160.100000 , 0.129495
160.200000 , 0.129495
160.300000 , 0.129496
160.400000 , 0.129497
160.500000 , 0.129498
160.600000 , 0.129498
160.700000 , 0.129499
160.800000 , 0.129500
160.900000 , 0.129501
161.000000 , 0.129501
161.100000 , 0.129502
161.200000 , 0.129503
161.300000 , 0.129504
161.400000 , 0.129504
161.500000 , 0.129505
161.600000 , 0.129506
161.700000 , 0.129506
161.800000 , 0.129507
161.900000 , 0.129508
162.000000 , 0.129509
162.100000 , 0.129509
162.200000 , 0.129510
162.300000 , 0.129511
162.400000 , 0.129511
162.500000 , 0.129512
162.600000 , 0.129513
162.700000 , 0.129513
162.800000 , 0.129514
162.900000 , 0.129515
163.000000 , 0.129516
163.100000 , 0.129516
163.200000 , 0.129517
163.300000 , 0.129518
163.400000 , 0.129518
163.500000 , 0.129519
163.600000 , 0.129520
163.700000 , 0.129520
163.800000 , 0.129521
163.900000 , 0.129522
164.000000 , 0.129522
164.100000 , 0.129523
164.200000 , 0.129523
164.300000 , 0.129524
164.400000 , 0.129525
164.500000 , 0.129525
164.600000 , 0.129526
164.700000 , 0.129527
164.800000 , 0.129527
164.900000 , 0.129528
165.000000 , 0.129529
165.100000 , 0.129529
165.200000 , 0.129530
165.300000 , 0.129530
165.400000 , 0.129531
165.500000 , 0.129532
165.600000 , 0.129532
165.700000 , 0.129533
165.800000 , 0.129534
165.900000 , 0.129534
166.000000 , 0.129535
166.100000 , 0.129535
166.200000 , 0.129536
166.300000 , 0.129537
166.400000 , 0.129537
166.500000 , 0.129538
166.600000 , 0.129538
166.700000 , 0.129539
166.800000 , 0.129540
166.900000 , 0.129540
167.000000 , 0.129541
167.100000 , 0.129541
167.200000 , 0.129542
167.300000 , 0.129542
167.400000 , 0.129543
167.500000 , 0.129544
167.600000 , 0.129544
167.700000 , 0.129545
167.800000 , 0.129545
167.900000 , 0.129546
168.000000 , 0.129546
168.100000 , 0.129547
168.200000 , 0.129547
168.300000 , 0.129548
168.400000 , 0.129549
168.500000 , 0.129549
168.600000 , 0.129550
168.700000 , 0.129550
168.800000 , 0.129551
168.900000 , 0.129551
169.000000 , 0.129552
169.100000 , 0.129552
169.200000 , 0.129553
169.300000 , 0.129553
169.400000 , 0.129554
169.500000 , 0.129555
169.600000 , 0.129555
169.700000 , 0.129556
169.800000 , 0.129556
169.900000 , 0.129557
170.000000 , 0.129557
170.100000 , 0.129558
170.200000 , 0.129558
170.300000 , 0.129559
170.400000 , 0.129559
170.500000 , 0.129560
170.600000 , 0.129560
170.700000 , 0.129561
170.800000 , 0.129561
170.900000 , 0.129562
171.000000 , 0.129562
171.100000 , 0.129563
171.200000 , 0.129563
171.300000 , 0.129564
171.400000 , 0.129564
171.500000 , 0.129565
171.600000 , 0.129565
171.700000 , 0.129566
171.800000 , 0.129566
171.900000 , 0.129567
172.000000 , 0.129567
172.100000 , 0.129568
172.200000 , 0.129568
172.300000 , 0.129569
172.400000 , 0.129569
172.500000 , 0.129569
172.600000 , 0.129570
172.700000 , 0.129570
172.800000 , 0.129571
172.900000 , 0.129571
173.000000 , 0.129572
173.100000 , 0.129572
173.200000 , 0.129573
173.300000 , 0.129573
173.400000 , 0.129574
173.500000 , 0.129574
173.600000 , 0.129575
173.700000 , 0.129575
173.800000 , 0.129575
173.900000 , 0.129576
174.000000 , 0.129576
174.100000 , 0.129577
174.200000 , 0.129577
174.300000 , 0.129578
174.400000 , 0.129578
174.500000 , 0.129579
174.600000 , 0.129579
174.700000 , 0.129579
174.800000 , 0.129580
174.900000 , 0.129580
175.000000 , 0.129581
175.100000 , 0.129581
175.200000 , 0.129582
175.300000 , 0.129582
175.400000 , 0.129582
175.500000 , 0.129583
175.600000 , 0.129583
175.700000 , 0.129584
175.800000 , 0.129584
175.900000 , 0.129584
176.000000 , 0.129585
176.100000 , 0.129585
176.200000 , 0.129586
176.300000 , 0.129586
176.400000 , 0.129586
176.500000 , 0.129587
176.600000 , 0.129587
176.700000 , 0.129588
176.800000 , 0.129588
176.900000 , 0.129588
177.000000 , 0.129589
177.100000 , 0.129589
177.200000 , 0.129590
177.300000 , 0.129590
177.400000 , 0.129590
177.500000 , 0.129591
177.600000 , 0.129591
177.700000 , 0.129592
177.800000 , 0.129592
177.900000 , 0.129592
178.000000 , 0.129593
178.100000 , 0.129593
178.200000 , 0.129594
178.300000 , 0.129594
178.400000 , 0.129594
178.500000 , 0.129595
178.600000 , 0.129595
178.700000 , 0.129595
178.800000 , 0.129596
178.900000 , 0.129596
179.000000 , 0.129596
179.100000 , 0.129597
179.200000 , 0.129597
179.300000 , 0.129598
179.400000 , 0.129598
179.500000 , 0.129598
179.600000 , 0.129599
179.700000 , 0.129599
179.800000 , 0.129599
179.900000 , 0.129600
180.000000 , 0.129600
180.100000 , 0.129600
180.200000 , 0.129601
180.300000 , 0.129601
180.400000 , 0.129601
180.500000 , 0.129602
180.600000 , 0.129602
180.700000 , 0.129603
180.800000 , 0.129603
180.900000 , 0.129603
181.000000 , 0.129604
181.100000 , 0.129604
181.200000 , 0.129604
181.300000 , 0.129605
181.400000 , 0.129605
181.500000 , 0.129605
181.600000 , 0.129606
181.700000 , 0.129606
181.800000 , 0.129606
181.900000 , 0.129607
182.000000 , 0.129607
182.100000 , 0.129607
182.200000 , 0.129607
182.300000 , 0.129608
182.400000 , 0.129608
182.500000 , 0.129608
182.600000 , 0.129609
182.700000 , 0.129609
182.800000 , 0.129609
182.900000 , 0.129610
183.000000 , 0.129610
183.100000 , 0.129610
183.200000 , 0.129611
183.300000 , 0.129611
183.400000 , 0.129611
183.500000 , 0.129612
183.600000 , 0.129612
183.700000 , 0.129612
183.800000 , 0.129613
183.900000 , 0.129613
184.000000 , 0.129613
184.100000 , 0.129613
184.200000 , 0.129614
184.300000 , 0.129614
184.400000 , 0.129614
184.500000 , 0.129615
184.600000 , 0.129615
184.700000 , 0.129615
184.800000 , 0.129615
184.900000 , 0.129616
185.000000 , 0.129616
185.100000 , 0.129616
185.200000 , 0.129617
185.300000 , 0.129617
185.400000 , 0.129617
185.500000 , 0.129618
185.600000 , 0.129618
185.700000 , 0.129618
185.800000 , 0.129618
185.900000 , 0.129619
186.000000 , 0.129619
186.100000 , 0.129619
186.200000 , 0.129619
186.300000 , 0.129620
186.400000 , 0.129620
186.500000 , 0.129620
186.600000 , 0.129621
186.700000 , 0.129621
186.800000 , 0.129621
186.900000 , 0.129621
187.000000 , 0.129622
187.100000 , 0.129622
187.200000 , 0.129622
187.300000 , 0.129622
187.400000 , 0.129623
187.500000 , 0.129623
187.600000 , 0.129623
187.700000 , 0.129624
187.800000 , 0.129624
187.900000 , 0.129624
188.000000 , 0.129624
188.100000 , 0.129625
188.200000 , 0.129625
188.300000 , 0.129625
188.400000 , 0.129625
188.500000 , 0.129626
188.600000 , 0.129626
188.700000 , 0.129626
188.800000 , 0.129626
188.900000 , 0.129627
189.000000 , 0.129627
189.100000 , 0.129627
189.200000 , 0.129627
189.300000 , 0.129628
189.400000 , 0.129628
189.500000 , 0.129628
189.600000 , 0.129628
189.700000 , 0.129629
189.800000 , 0.129629
189.900000 , 0.129629
190.000000 , 0.129629
190.100000 , 0.129629
190.200000 , 0.129630
190.300000 , 0.129630
190.400000 , 0.129630
190.500000 , 0.129630
190.600000 , 0.129631
190.700000 , 0.129631
190.800000 , 0.129631
190.900000 , 0.129631
191.000000 , 0.129632
191.100000 , 0.129632
191.200000 , 0.129632
191.300000 , 0.129632
191.400000 , 0.129633
191.500000 , 0.129633
191.600000 , 0.129633
191.700000 , 0.129633
191.800000 , 0.129633
191.900000 , 0.129634
192.000000 , 0.129634
192.100000 , 0.129634
192.200000 , 0.129634
192.300000 , 0.129635
192.400000 , 0.129635
192.500000 , 0.129635
192.600000 , 0.129635
192.700000 , 0.129635
192.800000 , 0.129636
192.900000 , 0.129636
193.000000 , 0.129636
193.100000 , 0.129636
193.200000 , 0.129636
193.300000 , 0.129637
193.400000 , 0.129637
193.500000 , 0.129637
193.600000 , 0.129637
193.700000 , 0.129637
193.800000 , 0.129638
193.900000 , 0.129638
194.000000 , 0.129638
194.100000 , 0.129638
194.200000 , 0.129639
194.300000 , 0.129639
194.400000 , 0.129639
194.500000 , 0.129639
194.600000 , 0.129639
194.700000 , 0.129640
194.800000 , 0.129640
194.900000 , 0.129640
195.000000 , 0.129640
195.100000 , 0.129640
195.200000 , 0.129641
195.300000 , 0.129641
195.400000 , 0.129641
195.500000 , 0.129641
195.600000 , 0.129641
195.700000 , 0.129641
195.800000 , 0.129642
195.900000 , 0.129642
196.000000 , 0.129642
196.100000 , 0.129642
196.200000 , 0.129642
196.300000 , 0.129643
196.400000 , 0.129643
196.500000 , 0.129643
196.600000 , 0.129643
196.700000 , 0.129643
196.800000 , 0.129644
196.900000 , 0.129644
197.000000 , 0.129644
197.100000 , 0.129644
197.200000 , 0.129644
197.300000 , 0.129644
197.400000 , 0.129645
197.500000 , 0.129645
197.600000 , 0.129645
197.700000 , 0.129645
197.800000 , 0.129645
197.900000 , 0.129646
198.000000 , 0.129646
198.100000 , 0.129646
198.200000 , 0.129646
198.300000 , 0.129646
198.400000 , 0.129646
198.500000 , 0.129647
198.600000 , 0.129647
198.700000 , 0.129647
198.800000 , 0.129647
198.900000 , 0.129647
199.000000 , 0.129647
199.100000 , 0.129648
199.200000 , 0.129648
199.300000 , 0.129648
199.400000 , 0.129648
199.500000 , 0.129648
199.600000 , 0.129648
199.700000 , 0.129649
199.800000 , 0.129649
199.900000 , 0.129649
200.000000 , 0.129649
200.100000 , 0.129649
200.200000 , 0.129649
200.300000 , 0.129650
200.400000 , 0.129650
200.500000 , 0.129650
200.600000 , 0.129650
200.700000 , 0.129650
200.800000 , 0.129650
200.900000 , 0.129651
201.000000 , 0.129651
201.100000 , 0.129651
201.200000 , 0.129651
201.300000 , 0.129651
201.400000 , 0.129651
201.500000 , 0.129651
201.600000 , 0.129652
201.700000 , 0.129652
201.800000 , 0.129652
201.900000 , 0.129652
202.000000 , 0.129652
202.100000 , 0.129652
202.200000 , 0.129653
202.300000 , 0.129653
202.400000 , 0.129653
202.500000 , 0.129653
202.600000 , 0.129653
202.700000 , 0.129653
202.800000 , 0.129653
202.900000 , 0.129654
203.000000 , 0.129654
203.100000 , 0.129654
203.200000 , 0.129654
203.300000 , 0.129654
203.400000 , 0.129654
203.500000 , 0.129654
203.600000 , 0.129655
203.700000 , 0.129655
203.800000 , 0.129655
203.900000 , 0.129655
204.000000 , 0.129655
204.100000 , 0.129655
204.200000 , 0.129655
204.300000 , 0.129656
204.400000 , 0.129656
204.500000 , 0.129656
204.600000 , 0.129656
204.700000 , 0.129656
204.800000 , 0.129656
204.900000 , 0.129656
205.000000 , 0.129656
205.100000 , 0.129657
205.200000 , 0.129657
205.300000 , 0.129657
205.400000 , 0.129657
205.500000 , 0.129657
205.600000 , 0.129657
205.700000 , 0.129657
205.800000 , 0.129658
205.900000 , 0.129658
206.000000 , 0.129658
206.100000 , 0.129658
206.200000 , 0.129658
206.300000 , 0.129658
206.400000 , 0.129658
206.500000 , 0.129658
206.600000 , 0.129659
206.700000 , 0.129659
206.800000 , 0.129659
206.900000 , 0.129659
207.000000 , 0.129659
207.100000 , 0.129659
207.200000 , 0.129659
207.300000 , 0.129659
207.400000 , 0.129660
207.500000 , 0.129660
207.600000 , 0.129660
207.700000 , 0.129660
207.800000 , 0.129660
207.900000 , 0.129660
208.000000 , 0.129660
208.100000 , 0.129660
208.200000 , 0.129660
208.300000 , 0.129661
208.400000 , 0.129661
208.500000 , 0.129661
208.600000 , 0.129661
208.700000 , 0.129661
208.800000 , 0.129661
208.900000 , 0.129661
209.000000 , 0.129661
209.100000 , 0.129662
209.200000 , 0.129662
209.300000 , 0.129662
209.400000 , 0.129662
209.500000 , 0.129662
209.600000 , 0.129662
209.700000 , 0.129662
209.800000 , 0.129662
209.900000 , 0.129662
210.000000 , 0.129663
210.100000 , 0.129663
210.200000 , 0.129663
210.300000 , 0.129663
210.400000 , 0.129663
210.500000 , 0.129663
210.600000 , 0.129663
210.700000 , 0.129663
210.800000 , 0.129663
210.900000 , 0.129664
211.000000 , 0.129664
211.100000 , 0.129664
211.200000 , 0.129664
211.300000 , 0.129664
211.400000 , 0.129664
211.500000 , 0.129664
211.600000 , 0.129664
211.700000 , 0.129664
211.800000 , 0.129664
211.900000 , 0.129665
212.000000 , 0.129665
212.100000 , 0.129665
212.200000 , 0.129665
212.300000 , 0.129665
212.400000 , 0.129665
212.500000 , 0.129665
212.600000 , 0.129665
212.700000 , 0.129665
212.800000 , 0.129665
212.900000 , 0.129666
213.000000 , 0.129666
213.100000 , 0.129666
213.200000 , 0.129666
213.300000 , 0.129666
213.400000 , 0.129666
213.500000 , 0.129666
213.600000 , 0.129666
213.700000 , 0.129666
213.800000 , 0.129666
213.900000 , 0.129667
214.000000 , 0.129667
214.100000 , 0.129667
214.200000 , 0.129667
214.300000 , 0.129667
214.400000 , 0.129667
214.500000 , 0.129667
214.600000 , 0.129667
214.700000 , 0.129667
214.800000 , 0.129667
214.900000 , 0.129667
215.000000 , 0.129668
215.100000 , 0.129668
215.200000 , 0.129668
215.300000 , 0.129668
215.400000 , 0.129668
215.500000 , 0.129668
215.600000 , 0.129668
215.700000 , 0.129668
215.800000 , 0.129668
215.900000 , 0.129668
216.000000 , 0.129668
216.100000 , 0.129669
216.200000 , 0.129669
216.300000 , 0.129669
216.400000 , 0.129669
216.500000 , 0.129669
216.600000 , 0.129669
216.700000 , 0.129669
216.800000 , 0.129669
216.900000 , 0.129669
217.000000 , 0.129669
217.100000 , 0.129669
217.200000 , 0.129669
217.300000 , 0.129670
217.400000 , 0.129670
217.500000 , 0.129670
217.600000 , 0.129670
217.700000 , 0.129670
217.800000 , 0.129670
217.900000 , 0.129670
218.000000 , 0.129670
218.100000 , 0.129670
218.200000 , 0.129670
218.300000 , 0.129670
218.400000 , 0.129670
218.500000 , 0.129671
218.600000 , 0.129671
218.700000 , 0.129671
218.800000 , 0.129671
218.900000 , 0.129671
219.000000 , 0.129671
219.100000 , 0.129671
219.200000 , 0.129671
219.300000 , 0.129671
219.400000 , 0.129671
219.500000 , 0.129671
219.600000 , 0.129671
219.700000 , 0.129671
219.800000 , 0.129672
219.900000 , 0.129672
220.000000 , 0.129672
220.100000 , 0.129672
220.200000 , 0.129672
220.300000 , 0.129672
220.400000 , 0.129672
220.500000 , 0.129672
220.600000 , 0.129672
220.700000 , 0.129672
220.800000 , 0.129672
220.900000 , 0.129672
221.000000 , 0.129672
221.100000 , 0.129673
221.200000 , 0.129673
221.300000 , 0.129673
221.400000 , 0.129673
221.500000 , 0.129673
221.600000 , 0.129673
221.700000 , 0.129673
221.800000 , 0.129673
221.900000 , 0.129673
222.000000 , 0.129673
222.100000 , 0.129673
222.200000 , 0.129673
222.300000 , 0.129673
222.400000 , 0.129673
222.500000 , 0.129673
222.600000 , 0.129674
222.700000 , 0.129674
222.800000 , 0.129674
222.900000 , 0.129674
223.000000 , 0.129674
223.100000 , 0.129674
223.200000 , 0.129674
223.300000 , 0.129674
223.400000 , 0.129674
223.500000 , 0.129674
223.600000 , 0.129674
223.700000 , 0.129674
223.800000 , 0.129674
223.900000 , 0.129674
224.000000 , 0.129674
224.100000 , 0.129675
224.200000 , 0.129675
224.300000 , 0.129675
224.400000 , 0.129675
224.500000 , 0.129675
224.600000 , 0.129675
224.700000 , 0.129675
224.800000 , 0.129675
224.900000 , 0.129675
225.000000 , 0.129675
225.100000 , 0.129675
225.200000 , 0.129675
225.300000 , 0.129675
225.400000 , 0.129675
225.500000 , 0.129675
225.600000 , 0.129675
225.700000 , 0.129676
225.800000 , 0.129676
225.900000 , 0.129676
226.000000 , 0.129676
226.100000 , 0.129676
226.200000 , 0.129676
226.300000 , 0.129676
226.400000 , 0.129676
226.500000 , 0.129676
226.600000 , 0.129676
226.700000 , 0.129676
226.800000 , 0.129676
226.900000 , 0.129676
227.000000 , 0.129676
227.100000 , 0.129676
227.200000 , 0.129676
227.300000 , 0.129676
227.400000 , 0.129677
227.500000 , 0.129677
227.600000 , 0.129677
227.700000 , 0.129677
227.800000 , 0.129677
227.900000 , 0.129677
228.000000 , 0.129677
228.100000 , 0.129677
228.200000 , 0.129677
228.300000 , 0.129677
228.400000 , 0.129677
228.500000 , 0.129677
228.600000 , 0.129677
228.700000 , 0.129677
228.800000 , 0.129677
228.900000 , 0.129677
229.000000 , 0.129677
229.100000 , 0.129677
229.200000 , 0.129678
229.300000 , 0.129678
229.400000 , 0.129678
229.500000 , 0.129678
229.600000 , 0.129678
229.700000 , 0.129678
229.800000 , 0.129678
229.900000 , 0.129678
230.000000 , 0.129678
230.100000 , 0.129678
230.200000 , 0.129678
230.300000 , 0.129678
230.400000 , 0.129678
230.500000 , 0.129678
230.600000 , 0.129678
230.700000 , 0.129678
230.800000 , 0.129678
230.900000 , 0.129678
231.000000 , 0.129678
231.100000 , 0.129678
231.200000 , 0.129679
231.300000 , 0.129679
231.400000 , 0.129679
231.500000 , 0.129679
231.600000 , 0.129679
231.700000 , 0.129679
231.800000 , 0.129679
231.900000 , 0.129679
232.000000 , 0.129679
232.100000 , 0.129679
232.200000 , 0.129679
232.300000 , 0.129679
232.400000 , 0.129679
232.500000 , 0.129679
