0.000000; 0.000000
0.000100; 0.049505
0.000200; 0.098520
0.000300; 0.195098
0.000400; 0.242672
0.000500; 0.289774
0.000600; 0.336410
0.000700; 0.382584
0.000800; 0.428301
0.000900; 0.473565
0.001000; 0.518381
0.001100; 0.562754
0.001200; 0.606687
0.001300; 0.650185
0.001400; 0.693253
0.001500; 0.735894
0.001600; 0.778113
0.001700; 0.819913
0.001800; 0.861300
0.001900; 0.902278
0.002000; 0.902278
0.002100; 0.942849
0.002200; 0.983019
0.002300;1.022.791
0.002400;1.062.169
0.002500;1.101.158
0.002600;1.139.760
0.002700;1.177.980
0.002800;1.215.822
0.002900;1.253.289
0.003000;1.290.385
0.003100;1.327.114
0.003200;1.363.479
0.003300;1.399.485
0.003400;1.435.133
0.003500;1.470.429
0.003600;1.505.375
0.003700;1.539.975
0.003800;1.574.233
0.003900;1.608.152
0.004000;1.674.984
0.004100;1.707.905
0.004200;1.740.500
0.004300;1.772.773
0.004400;1.804.725
0.004500;1.836.362
0.004600;1.867.685
0.004700;1.898.698
0.004800;1.929.404
0.004900;1.959.806
0.005000;1.989.907
0.005100;2.019.710
0.005200;2.049.218
0.005300;2.078.433
0.005400;2.107.360
0.005500;2.136.000
0.005600;2.164.356
0.005700;2.192.432
0.005800;2.220.229
0.005900;2.247.752
0.006000;2.275.002
0.006100;2.301.982
0.006200;2.328.695
0.006300;2.355.144
0.006400;2.381.330
0.006500;2.407.258
0.006600;2.432.929
0.006700;2.458.345
0.006800;2.483.510
0.006900;2.508.426
0.007000;2.533.095
0.007100;2.557.520
0.007200;2.581.703
0.007300;2.605.646
0.007400;2.629.353
0.007500;2.652.824
0.007600;2.676.064
0.007700;2.699.073
0.007800;2.721.854
0.007900;2.744.410
0.008000;2.766.743
0.008100;2.788.854
0.008200;2.810.747
0.008300;2.832.423
0.008400;2.853.884
0.008500;2.875.132
0.008600;2.896.171
0.008700;2.917.001
0.008800;2.937.625
0.008900;2.958.044
0.009000;2.978.261
0.009100;2.998.279
0.009200;3.018.098
0.009300;3.037.720
0.009400;3.057.149
0.009500;3.076.385
0.009600;3.095.431
0.009700;3.114.288
0.009800;3.132.958
0.009900;3.151.444
0.010000;3.169.746
0.010100;3.187.868
0.010200;3.205.810
0.010300;3.223.574
0.010400;3.241.162
0.010500;3.258.577
0.010600;3.275.818
0.010700;3.292.889
0.010800;3.309.792
0.010900;3.326.526
0.011000;3.343.095
0.011100;3.359.500
0.011200;3.375.743
0.011300;3.391.825
0.011400;3.407.747
0.011500;3.423.512
0.011600;3.439.121
0.011700;3.454.575
0.011800;3.469.876
0.011900;3.485.026
0.012000;3.500.026
0.012100;3.514.877
0.012200;3.529.581
0.012300;3.544.140
0.012400;3.558.554
0.012500;3.572.826
0.012600;3.586.956
0.012700;3.600.947
0.012800;3.614.799
0.012900;3.628.514
0.013000;3.642.093
0.013100;3.655.538
0.013200;3.668.849
0.013300;3.682.029
0.013400;3.695.078
0.013500;3.707.998
0.013600;3.720.790
0.013700;3.733.456
0.013800;3.745.996
0.013900;3.758.412
0.014000;3.770.704
0.014100;3.782.876
0.014200;3.794.926
0.014300;3.806.858
0.014400;3.818.671
0.014500;3.830.367
0.014600;3.841.948
0.014700;3.853.414
0.014800;3.864.766
